construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|ext_reference_cleaned|School|Region|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|315|443|0.711060948081264|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|315|443|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|7|33|0.212121212121212|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|7|33|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|52|52|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|52|52|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|51|90|0.566666666666667|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|51|90|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|127|276|0.460144927536232|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|127|276|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|119|323|0.368421052631579|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|119|323|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|192|551|0.348457350272232|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|192|551|na|2024
FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|369|997|0.370110330992979|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|369|997|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|302|1325|0.227924528301887|All|All||All Schools|All Regions|0|1|0|0|0|302|1325|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|152|375|0.405333333333333|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|152|375|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|150|950|0.157894736842105|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|150|950|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|43|43|1|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|43|43|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|10|53|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|180|517|0.34816247582205|Gender|Male||All Schools|All Regions|0|3|0|0|0|180|517|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|69|712|0.0969101123595506|Gender|Female||All Schools|All Regions|0|4|0|0|0|69|712|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|209|0|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|0|209|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|77|283|0.27208480565371|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|77|283|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|55|390|0.141025641025641|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|55|390|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|170|443|0.383747178329571|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|170|443|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|18|33|0.545454545454545|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|18|33|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|52|52|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|52|52|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|33|90|0.366666666666667|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|33|90|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|84|276|0.304347826086957|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|84|276|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|51|323|0.157894736842105|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|51|323|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|64|551|0.116152450090744|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|64|551|na|2024
FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|166|997|0.166499498495486|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|166|997|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|590|1325|0.445283018867925|All|All||All Schools|All Regions|0|1|0|0|0|590|1325|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|226|375|0.602666666666667|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|226|375|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|364|950|0.383157894736842|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|364|950|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|43|43|1|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|43|43|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|10|53|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|265|517|0.51257253384913|Gender|Male||All Schools|All Regions|0|3|0|0|0|265|517|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|272|712|0.382022471910112|Gender|Female||All Schools|All Regions|0|4|0|0|0|272|712|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|127|209|0.607655502392344|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|127|209|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|118|283|0.416961130742049|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|118|283|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|130|390|0.333333333333333|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|130|390|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|215|443|0.485327313769752|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|215|443|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|23|33|0.696969696969697|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|23|33|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|52|52|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|52|52|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|35|90|0.388888888888889|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|35|90|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|84|276|0.304347826086957|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|84|276|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|177|323|0.547987616099071|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|177|323|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|219|551|0.397459165154265|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|219|551|na|2024
FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|454|997|0.455366098294885|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|454|997|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|234|1325|0.176603773584906|All|All||All Schools|All Regions|0|1|0|0|0|234|1325|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|75|375|0.2|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|75|375|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|159|950|0.167368421052632|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|159|950|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|10|53|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|95|517|0.183752417794971|Gender|Male||All Schools|All Regions|0|3|0|0|0|95|517|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|129|712|0.181179775280899|Gender|Female||All Schools|All Regions|0|4|0|0|0|129|712|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|0|209|0|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|0|209|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|113|283|0.399293286219081|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|113|283|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|79|390|0.202564102564103|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|79|390|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|42|443|0.0948081264108352|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|42|443|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|17|33|0.515151515151515|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|17|33|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|10|52|0.192307692307692|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|10|52|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|16|90|0.177777777777778|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|16|90|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|66|276|0.239130434782609|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|66|276|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|36|323|0.111455108359133|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|36|323|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|89|551|0.161524500907441|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|89|551|na|2024
FA|q11d|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Someone has talked to me about other types of opportunities|Yes/No|158|997|0.158475426278837|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|158|997|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|722|1325|0.544905660377358|All|All||All Schools|All Regions|0|1|0|0|0|722|1325|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|249|375|0.664|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|249|375|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|473|950|0.497894736842105|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|473|950|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|10|53|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|323|517|0.624758220502901|Gender|Male||All Schools|All Regions|0|3|0|0|0|323|517|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|389|712|0.546348314606742|Gender|Female||All Schools|All Regions|0|4|0|0|0|389|712|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|85|209|0.406698564593301|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|85|209|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|138|283|0.487632508833922|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|138|283|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|227|390|0.582051282051282|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|227|390|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|272|443|0.613995485327314|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|272|443|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|9|33|0.272727272727273|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|9|33|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|10|52|0.192307692307692|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|10|52|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|67|90|0.744444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|67|90|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|168|276|0.608695652173913|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|168|276|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|155|323|0.479876160990712|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|155|323|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|313|551|0.568058076225045|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|313|551|na|2024
FA|q11e|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|544|997|0.545636910732197|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|544|997|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|465|1325|0.350943396226415|All|All||All Schools|All Regions|0|1|0|0|0|465|1325|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|133|375|0.354666666666667|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|133|375|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|332|950|0.349473684210526|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|332|950|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|43|43|1|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|43|43|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|0|53|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|209|517|0.404255319148936|Gender|Male||All Schools|All Regions|0|3|0|0|0|209|517|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|213|712|0.299157303370786|Gender|Female||All Schools|All Regions|0|4|0|0|0|213|712|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|23|209|0.110047846889952|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|23|209|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|41|283|0.144876325088339|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|41|283|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|86|390|0.220512820512821|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|86|390|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|315|443|0.711060948081264|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|315|443|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|6|33|0.181818181818182|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|6|33|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|42|52|0.807692307692308|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|42|52|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|58|90|0.644444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|58|90|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|127|276|0.460144927536232|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|127|276|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|92|323|0.284829721362229|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|92|323|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|140|551|0.254083484573503|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|140|551|na|2024
FA|q12a|How much do you know about the following options?|Purpose of FAFSA/WASFA|Knowledgeable|296|997|0.296890672016048|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|296|997|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|253|1325|0.190943396226415|All|All||All Schools|All Regions|0|1|0|0|0|253|1325|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|47|375|0.125333333333333|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|47|375|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|206|950|0.216842105263158|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|206|950|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|0|53|na|2024
