Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|ext_reference_cleaned|School|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|40|114|0.350877192982456|Grade Level|11th Grade||All Schools|0|3|0|0|0|40|114|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|53|117|0.452991452991453|Grade Level|12th Grade||All Schools|0|4|0|0|0|53|117|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|11|19|0.578947368421053|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|11|19|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|7|28|0.25|Race/Ethnicity|Black/African American||All Schools|0|2|0|0|0|7|28|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|9|39|0.230769230769231|Race/Ethnicity|Unknown||All Schools|0|3|0|0|0|9|39|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|31|62|0.5|Race/Ethnicity|White||All Schools|0|4|0|0|0|31|62|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|14|72|0.194444444444444|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|14|72|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|70|160|0.4375|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|70|160|na|2024
RegionA|PS|q04h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Student Clubs|Rank|102|279|0.365591397849462|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|102|279|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|153|380|0.402631578947368|All|All||All Schools|0|1|0|0|0|153|380|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|71|123|0.577235772357724|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|71|123|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|82|257|0.319066147859922|First Generation Status|First Generation||All Schools|0|2|0|0|0|82|257|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|0|19|0|Gender|Other/Prefer Not to Say||All Schools|0|1|0|0|0|0|19|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|10|31|0.32258064516129|Gender|Unknown||All Schools|0|2|0|0|0|10|31|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|62|136|0.455882352941176|Gender|Male||All Schools|0|3|0|0|0|62|136|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|81|194|0.417525773195876|Gender|Female||All Schools|0|4|0|0|0|81|194|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|20|51|0.392156862745098|Grade Level|10th Grade||All Schools|0|1|0|0|0|20|51|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|49|98|0.5|Grade Level|9th Grade||All Schools|0|2|0|0|0|49|98|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|52|114|0.456140350877193|Grade Level|11th Grade||All Schools|0|3|0|0|0|52|114|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|32|117|0.273504273504274|Grade Level|12th Grade||All Schools|0|4|0|0|0|32|117|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|13|19|0.684210526315789|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|13|19|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|14|28|0.5|Race/Ethnicity|Black/African American||All Schools|0|2|0|0|0|14|28|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|19|39|0.487179487179487|Race/Ethnicity|Unknown||All Schools|0|3|0|0|0|19|39|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|31|62|0.5|Race/Ethnicity|White||All Schools|0|4|0|0|0|31|62|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|26|72|0.361111111111111|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|26|72|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|50|160|0.3125|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|50|160|na|2024
RegionA|PS|q04i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|In-School or After-School Programs|Rank|103|279|0.369175627240143|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|103|279|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|143|380|0.376315789473684|All|All||All Schools|0|1|0|0|0|143|380|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|72|123|0.585365853658537|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|72|123|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|71|257|0.276264591439689|First Generation Status|First Generation||All Schools|0|2|0|0|0|71|257|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|0|19|0|Gender|Other/Prefer Not to Say||All Schools|0|1|0|0|0|0|19|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|0|31|0|Gender|Unknown||All Schools|0|2|0|0|0|0|31|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|61|136|0.448529411764706|Gender|Male||All Schools|0|3|0|0|0|61|136|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|82|194|0.422680412371134|Gender|Female||All Schools|0|4|0|0|0|82|194|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|10|51|0.196078431372549|Grade Level|10th Grade||All Schools|0|1|0|0|0|10|51|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|19|98|0.193877551020408|Grade Level|9th Grade||All Schools|0|2|0|0|0|19|98|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|61|114|0.535087719298246|Grade Level|11th Grade||All Schools|0|3|0|0|0|61|114|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|53|117|0.452991452991453|Grade Level|12th Grade||All Schools|0|4|0|0|0|53|117|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|3|19|0.157894736842105|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|3|19|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|14|28|0.5|Race/Ethnicity|Black/African American||All Schools|0|2|0|0|0|14|28|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|9|39|0.230769230769231|Race/Ethnicity|Unknown||All Schools|0|3|0|0|0|9|39|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|31|62|0.5|Race/Ethnicity|White||All Schools|0|4|0|0|0|31|62|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|7|72|0.0972222222222222|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|7|72|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|79|160|0.49375|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|79|160|na|2024
RegionA|PS|q04j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Online Research|Rank|103|279|0.369175627240143|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|103|279|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|289|380|0.760526315789474|All|All||All Schools|0|1|0|0|0|289|380|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|93|123|0.75609756097561|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|93|123|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|196|257|0.762645914396887|First Generation Status|First Generation||All Schools|0|2|0|0|0|196|257|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|10|19|0.526315789473684|Gender|Other/Prefer Not to Say||All Schools|0|1|0|0|0|10|19|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|10|31|0.32258064516129|Gender|Unknown||All Schools|0|2|0|0|0|10|31|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|116|136|0.852941176470588|Gender|Male||All Schools|0|3|0|0|0|116|136|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|153|194|0.788659793814433|Gender|Female||All Schools|0|4|0|0|0|153|194|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|41|51|0.803921568627451|Grade Level|10th Grade||All Schools|0|1|0|0|0|41|51|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|50|98|0.510204081632653|Grade Level|9th Grade||All Schools|0|2|0|0|0|50|98|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|93|114|0.815789473684211|Grade Level|11th Grade||All Schools|0|3|0|0|0|93|114|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|105|117|0.897435897435897|Grade Level|12th Grade||All Schools|0|4|0|0|0|105|117|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|6|19|0.315789473684211|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|6|19|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|28|28|1|Race/Ethnicity|Black/African American||All Schools|0|2|0|0|0|28|28|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|10|39|0.256410256410256|Race/Ethnicity|Unknown||All Schools|0|3|0|0|0|10|39|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|61|62|0.983870967741935|Race/Ethnicity|White||All Schools|0|4|0|0|0|61|62|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|62|72|0.861111111111111|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|62|72|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|122|160|0.7625|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|122|160|na|2024
RegionA|PS|q08a|What is the highest level of education you want to obtain?||Education Level|218|279|0.781362007168459|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|218|279|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|123|380|0.323684210526316|All|All||All Schools|0|1|0|0|0|123|380|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|123|123|1|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|123|123|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|0|257|0|First Generation Status|First Generation||All Schools|0|2|0|0|0|0|257|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|0|19|0|Gender|Other/Prefer Not to Say||All Schools|0|1|0|0|0|0|19|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|21|31|0.67741935483871|Gender|Unknown||All Schools|0|2|0|0|0|21|31|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|41|136|0.301470588235294|Gender|Male||All Schools|0|3|0|0|0|41|136|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|61|194|0.314432989690722|Gender|Female||All Schools|0|4|0|0|0|61|194|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|10|51|0.196078431372549|Grade Level|10th Grade||All Schools|0|1|0|0|0|10|51|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|28|98|0.285714285714286|Grade Level|9th Grade||All Schools|0|2|0|0|0|28|98|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|52|114|0.456140350877193|Grade Level|11th Grade||All Schools|0|3|0|0|0|52|114|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|33|117|0.282051282051282|Grade Level|12th Grade||All Schools|0|4|0|0|0|33|117|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|4|19|0.210526315789474|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|4|19|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|21|28|0.75|Race/Ethnicity|Black/African American||All Schools|0|2|0|0|0|21|28|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|29|39|0.743589743589744|Race/Ethnicity|Unknown||All Schools|0|3|0|0|0|29|39|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|20|62|0.32258064516129|Race/Ethnicity|White||All Schools|0|4|0|0|0|20|62|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|29|72|0.402777777777778|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|29|72|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|20|160|0.125|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|20|160|na|2024
RegionA|PS|q10a|Did one or more of your parents/guardians complete a 2- or 4-year college degree in the U.S.?||Yes/No|74|279|0.265232974910394|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|74|279|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|157|360|0.436111111111111|All|All||All Schools|0|1|0|0|0|157|360|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|52|113|0.460176991150442|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|52|113|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|105|247|0.425101214574899|First Generation Status|First Generation||All Schools|0|2|0|0|0|105|247|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|11|11|1|Gender|Unknown||All Schools|0|1|0|0|0|11|11|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|9|19|0.473684210526316|Gender|Other/Prefer Not to Say||All Schools|0|2|0|0|0|9|19|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|83|136|0.610294117647059|Gender|Male||All Schools|0|3|0|0|0|83|136|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|54|194|0.278350515463918|Gender|Female||All Schools|0|4|0|0|0|54|194|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|11|51|0.215686274509804|Grade Level|10th Grade||All Schools|0|1|0|0|0|11|51|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|38|88|0.431818181818182|Grade Level|9th Grade||All Schools|0|2|0|0|0|38|88|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|22|104|0.211538461538462|Grade Level|11th Grade||All Schools|0|3|0|0|0|22|104|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|86|117|0.735042735042735|Grade Level|12th Grade||All Schools|0|4|0|0|0|86|117|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|6|19|0.315789473684211|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|6|19|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|19|19|1|Race/Ethnicity|Unknown||All Schools|0|2|0|0|0|19|19|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|21|28|0.75|Race/Ethnicity|Black/African American||All Schools|0|3|0|0|0|21|28|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|31|62|0.5|Race/Ethnicity|White||All Schools|0|4|0|0|0|31|62|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|20|72|0.277777777777778|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|20|72|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|60|160|0.375|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|60|160|na|2024
RegionA|FA|q11a|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA/WASFA|Yes/No|107|279|0.383512544802867|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|107|279|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|102|360|0.283333333333333|All|All||All Schools|0|1|0|0|0|102|360|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|51|113|0.451327433628319|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|51|113|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|51|247|0.206477732793522|First Generation Status|First Generation||All Schools|0|2|0|0|0|51|247|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|11|11|1|Gender|Unknown||All Schools|0|1|0|0|0|11|11|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|9|19|0.473684210526316|Gender|Other/Prefer Not to Say||All Schools|0|2|0|0|0|9|19|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|51|136|0.375|Gender|Male||All Schools|0|3|0|0|0|51|136|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|31|194|0.15979381443299|Gender|Female||All Schools|0|4|0|0|0|31|194|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|51|0|Grade Level|10th Grade||All Schools|0|1|0|0|0|0|51|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|38|88|0.431818181818182|Grade Level|9th Grade||All Schools|0|2|0|0|0|38|88|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|21|104|0.201923076923077|Grade Level|11th Grade||All Schools|0|3|0|0|0|21|104|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|43|117|0.367521367521368|Grade Level|12th Grade||All Schools|0|4|0|0|0|43|117|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|12|19|0.631578947368421|Race/Ethnicity|Asian/Asian American||All Schools|0|1|0|0|0|12|19|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|19|19|1|Race/Ethnicity|Unknown||All Schools|0|2|0|0|0|19|19|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|14|28|0.5|Race/Ethnicity|Black/African American||All Schools|0|3|0|0|0|14|28|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|21|62|0.338709677419355|Race/Ethnicity|White||All Schools|0|4|0|0|0|21|62|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|7|72|0.0972222222222222|Race/Ethnicity|Multiracial||All Schools|0|5|0|0|0|7|72|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|29|160|0.18125|Race/Ethnicity|Hispanic/Latine/x||All Schools|0|6|0|0|0|29|160|na|2024
RegionA|FA|q11b|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|62|279|0.222222222222222|Race/Ethnicity|Students of Color||All Schools|0|7|0|0|0|62|279|na|2024
RegionA|FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|164|360|0.455555555555556|All|All||All Schools|0|1|0|0|0|164|360|na|2024
RegionA|FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|61|113|0.539823008849557|First Generation Status|Not First Generation||All Schools|0|1|0|0|0|61|113|na|2024
RegionA|FA|q11c|Has anyone from your school helped you to explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|103|247|0.417004048582996|First Generation Status|First Generation||All Schools|0|2|0|0|0|103|247|na|2024
