ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|237|0|Grade Level|10th Grade|0|2|0|0|0|0|237|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|10|324|0.0308641975308642|Grade Level|9th Grade|0|3|0|0|0|10|324|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|85|461|0.184381778741866|Grade Level|12th Grade|0|4|0|0|0|85|461|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|44|527|0.0834914611005693|Grade Level|11th Grade|0|5|0|0|0|44|527|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|2|35|0.0571428571428571|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|2|35|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|90|0|Race/Ethnicity|Black/African American|0|2|0|0|0|0|90|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|42|276|0.152173913043478|Race/Ethnicity|White|0|3|0|0|0|42|276|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|43|323|0.13312693498452|Race/Ethnicity|Multiracial|0|4|0|0|0|43|323|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|10|459|0.0217864923747277|Race/Ethnicity|Unknown|0|5|0|0|0|10|459|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|42|551|0.0762250453720508|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|42|551|na|2024
|All Schools|All Regions|DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|87|999|0.0870870870870871|Race/Ethnicity|Students of Color|0|7|0|0|0|87|999|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|538|1734|0.310265282583622|All|All|0|1|0|0|0|538|1734|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|327|0|First Generation Status||0|1|0|0|0|0|327|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|129|416|0.310096153846154|First Generation Status|Not First Generation|0|2|0|0|0|129|416|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|409|991|0.412714429868819|First Generation Status|First Generation|0|3|0|0|0|409|991|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|53|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|53|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|452|0|Gender|Unknown|0|2|0|0|0|0|452|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|280|517|0.541586073500967|Gender|Male|0|3|0|0|0|280|517|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|258|712|0.362359550561798|Gender|Female|0|4|0|0|0|258|712|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|185|0|Grade Level|Incomplete|0|1|0|0|0|0|185|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|66|237|0.278481012658228|Grade Level|10th Grade|0|2|0|0|0|66|237|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|41|324|0.126543209876543|Grade Level|9th Grade|0|3|0|0|0|41|324|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|216|461|0.468546637744035|Grade Level|12th Grade|0|4|0|0|0|216|461|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|215|527|0.407969639468691|Grade Level|11th Grade|0|5|0|0|0|215|527|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|9|35|0.257142857142857|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|9|35|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|57|90|0.633333333333333|Race/Ethnicity|Black/African American|0|2|0|0|0|57|90|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|168|276|0.608695652173913|Race/Ethnicity|White|0|3|0|0|0|168|276|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|94|323|0.291021671826625|Race/Ethnicity|Multiracial|0|4|0|0|0|94|323|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|459|0|Race/Ethnicity|Unknown|0|5|0|0|0|0|459|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|210|551|0.381125226860254|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|210|551|na|2024
|All Schools|All Regions|DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|370|999|0.37037037037037|Race/Ethnicity|Students of Color|0|7|0|0|0|370|999|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|776|1734|0.447520184544406|All|All|0|1|0|0|0|776|1734|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|327|0|First Generation Status||0|1|0|0|0|0|327|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|217|416|0.521634615384615|First Generation Status|Not First Generation|0|2|0|0|0|217|416|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|559|991|0.564076690211907|First Generation Status|First Generation|0|3|0|0|0|559|991|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|53|53|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|53|53|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|452|0|Gender|Unknown|0|2|0|0|0|0|452|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|379|517|0.733075435203095|Gender|Male|0|3|0|0|0|379|517|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|344|712|0.48314606741573|Gender|Female|0|4|0|0|0|344|712|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|185|0|Grade Level|Incomplete|0|1|0|0|0|0|185|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|110|237|0.464135021097046|Grade Level|10th Grade|0|2|0|0|0|110|237|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|180|324|0.555555555555556|Grade Level|9th Grade|0|3|0|0|0|180|324|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|230|461|0.498915401301518|Grade Level|12th Grade|0|4|0|0|0|230|461|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|256|527|0.485768500948767|Grade Level|11th Grade|0|5|0|0|0|256|527|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|12|35|0.342857142857143|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|12|35|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|74|90|0.822222222222222|Race/Ethnicity|Black/African American|0|2|0|0|0|74|90|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|252|276|0.91304347826087|Race/Ethnicity|White|0|3|0|0|0|252|276|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|161|323|0.498452012383901|Race/Ethnicity|Multiracial|0|4|0|0|0|161|323|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|459|0|Race/Ethnicity|Unknown|0|5|0|0|0|0|459|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|277|551|0.502722323049002|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|277|551|na|2024
|All Schools|All Regions|DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|524|999|0.524524524524524|Race/Ethnicity|Students of Color|0|7|0|0|0|524|999|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|281|1734|0.162053056516724|All|All|0|1|0|0|0|281|1734|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|327|0|First Generation Status||0|1|0|0|0|0|327|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|172|416|0.413461538461538|First Generation Status|Not First Generation|0|2|0|0|0|172|416|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|109|991|0.109989909182644|First Generation Status|First Generation|0|3|0|0|0|109|991|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|53|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|53|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|452|0|Gender|Unknown|0|2|0|0|0|0|452|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|142|517|0.274661508704062|Gender|Male|0|3|0|0|0|142|517|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|139|712|0.195224719101124|Gender|Female|0|4|0|0|0|139|712|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|185|0|Grade Level|Incomplete|0|1|0|0|0|0|185|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|237|0|Grade Level|10th Grade|0|2|0|0|0|0|237|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|324|0|Grade Level|9th Grade|0|3|0|0|0|0|324|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|143|461|0.310195227765727|Grade Level|12th Grade|0|4|0|0|0|143|461|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|138|527|0.261859582542694|Grade Level|11th Grade|0|5|0|0|0|138|527|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|4|35|0.114285714285714|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|4|35|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|34|90|0.377777777777778|Race/Ethnicity|Black/African American|0|2|0|0|0|34|90|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|83|276|0.300724637681159|Race/Ethnicity|White|0|3|0|0|0|83|276|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|93|323|0.287925696594427|Race/Ethnicity|Multiracial|0|4|0|0|0|93|323|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|459|0|Race/Ethnicity|Unknown|0|5|0|0|0|0|459|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|67|551|0.121597096188748|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|67|551|na|2024
|All Schools|All Regions|DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|198|999|0.198198198198198|Race/Ethnicity|Students of Color|0|7|0|0|0|198|999|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|1734|0.02479815455594|All|All|0|1|0|0|0|43|1734|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|327|0|First Generation Status||0|1|0|0|0|0|327|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|416|0.103365384615385|First Generation Status|Not First Generation|0|2|0|0|0|43|416|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|991|0|First Generation Status|First Generation|0|3|0|0|0|0|991|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|53|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|53|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|452|0|Gender|Unknown|0|2|0|0|0|0|452|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|517|0|Gender|Male|0|3|0|0|0|0|517|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|712|0.0603932584269663|Gender|Female|0|4|0|0|0|43|712|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|185|0|Grade Level|Incomplete|0|1|0|0|0|0|185|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|237|0|Grade Level|10th Grade|0|2|0|0|0|0|237|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|324|0|Grade Level|9th Grade|0|3|0|0|0|0|324|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|461|0|Grade Level|12th Grade|0|4|0|0|0|0|461|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|527|0.0815939278937381|Grade Level|11th Grade|0|5|0|0|0|43|527|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|1|35|0.0285714285714286|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|1|35|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|90|0|Race/Ethnicity|Black/African American|0|2|0|0|0|0|90|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|276|0|Race/Ethnicity|White|0|3|0|0|0|0|276|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|323|0|Race/Ethnicity|Multiracial|0|4|0|0|0|0|323|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|459|0|Race/Ethnicity|Unknown|0|5|0|0|0|0|459|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|42|551|0.0762250453720508|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|42|551|na|2024
|All Schools|All Regions|DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|999|0.043043043043043|Race/Ethnicity|Students of Color|0|7|0|0|0|43|999|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|270|1734|0.155709342560554|All|All|0|1|0|0|0|270|1734|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|0|327|0|First Generation Status||0|1|0|0|0|0|327|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|105|416|0.252403846153846|First Generation Status|Not First Generation|0|2|0|0|0|105|416|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|165|991|0.166498486377397|First Generation Status|First Generation|0|3|0|0|0|165|991|na|2024
