ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
|All Schools|RegionA|PS|q01c|Have you helped one or more students at your school explore the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Yes/No|77|110|0.7|Gender|Female|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|77|110|na|2024
|All Schools|RegionA|PS|q01c|Have you helped one or more students at your school explore the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01c|Have you helped one or more students at your school explore the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01c|Have you helped one or more students at your school explore the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Yes/No|143|187|0.764705882352941|Race/Ethnicity|White|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|143|187|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|198|198|1|All|All|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|198|198|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|77|77|1|Gender|Male|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|2|0|0|0|77|77|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|110|110|1|Gender|Female|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|110|110|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01d|Have you helped one or more students at your school explore the following post-high school options?|4-year degree or higher|Yes/No|187|187|1|Race/Ethnicity|White|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|187|187|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|132|198|0.666666666666667|All|All|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|132|198|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|44|77|0.571428571428571|Gender|Male|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|2|0|0|0|44|77|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|88|110|0.8|Gender|Female|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|88|110|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q01e|Have you helped one or more students at your school explore the following post-high school options?|I have helped students explore other post-high school options|Yes/No|121|187|0.647058823529412|Race/Ethnicity|White|1|Postsecondary|Postsecondary - Have you helped one or more students at your school explore the following post-high school options?|0|3|0|0|0|121|187|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|55|198|0.277777777777778|All|All|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|1|0|0|0|55|198|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|11|77|0.142857142857143|Gender|Male|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|2|0|0|0|11|77|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|44|110|0.4|Gender|Female|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|3|0|0|0|44|110|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|0|11|0|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|2|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q03a|What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|55|187|0.294117647058824|Race/Ethnicity|White|1|Postsecondary|Postsecondary - What percentage of students in this school do you believe WANT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider|0|3|0|0|0|55|187|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|55|198|0.277777777777778|All|All|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|55|198|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|33|77|0.428571428571429|Gender|Male|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|33|77|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|22|110|0.2|Gender|Female|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|22|110|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06a|How much do you know about the following post-high school options?|1-year certificate/trades program|Knowledgeable|44|187|0.235294117647059|Race/Ethnicity|White|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|44|187|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|165|198|0.833333333333333|All|All|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|165|198|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|66|77|0.857142857142857|Gender|Male|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|66|77|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|88|110|0.8|Gender|Female|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|88|110|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06b|How much do you know about the following post-high school options?|2-year degree/Associate degree|Knowledgeable|154|187|0.823529411764706|Race/Ethnicity|White|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|154|187|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|33|198|0.166666666666667|All|All|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|33|198|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|33|77|0.428571428571429|Gender|Male|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|33|77|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|0|110|0|Gender|Female|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|0|110|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|22|187|0.117647058823529|Race/Ethnicity|White|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|22|187|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|176|198|0.888888888888889|All|All|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|176|198|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|66|77|0.857142857142857|Gender|Male|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|66|77|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|99|110|0.9|Gender|Female|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|99|110|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|PS|q06d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|165|187|0.882352941176471|Race/Ethnicity|White|1|Postsecondary|Postsecondary - How much do you know about the following post-high school options?|0|3|0|0|0|165|187|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|121|198|0.611111111111111|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|121|198|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|55|77|0.714285714285714|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|55|77|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|55|110|0.5|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|55|110|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07a|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|FAFSA|Yes/No|110|187|0.588235294117647|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|110|187|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|33|198|0.166666666666667|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|33|198|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|11|77|0.142857142857143|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|11|77|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|22|110|0.2|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|22|110|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|33|187|0.176470588235294|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|33|187|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|88|198|0.444444444444444|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|88|198|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|55|77|0.714285714285714|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|55|77|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|33|110|0.3|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|33|110|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|77|187|0.411764705882353|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|77|187|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|22|154|0.142857142857143|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|22|154|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|0|55|0|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|55|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|11|88|0.125|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|11|88|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
